,ms_subclass,ms_zoning,lot_frontage,lot_area,lot_shape,lot_config,neighborhood,house_style,overall_qual,overall_cond,year_built,year_remod/add,roof_style,exterior_1st,exterior_2nd,mas_vnr_type,mas_vnr_area,exter_qual,foundation,bsmt_qual,bsmt_exposure,bsmtfin_type_1,bsmtfin_sf_1,bsmt_unf_sf,total_bsmt_sf,heating_qc,2nd_flr_sf,gr_liv_area,bsmt_full_bath,full_bath,half_bath,bedroom_abvgr,kitchen_qual,fireplaces,fireplace_qu,garage_type,garage_finish,garage_area,wood_deck_sf,open_porch_sf,mo_sold,yr_sold,saleprice
1633,20,6,84.0,10440,4,4,5,1,8,5,2007,2007,5,12,12,2.0,0.0,5,4,4.0,2.0,1.0,0.0,1574.0,1574.0,5,0,1584,0.0,2,0,2,5,1,4.0,5.0,3.0,594.0,0,256,5,2007,261329
1634,20,3,63.0,7500,4,5,10,1,7,5,2004,2005,5,3,3,4.0,120.0,3,4,4.0,1.0,6.0,680.0,400.0,1080.0,5,0,1080,1.0,1,0,3,4,0,0.0,0.0,0.0,0.0,0,0,4,2008,141000
1635,20,3,75.0,9532,4,5,1,1,4,6,1953,1953,5,3,3,2.0,0.0,3,5,3.0,1.0,4.0,595.0,156.0,1105.0,4,0,1647,1.0,1,0,3,3,1,2.0,5.0,3.0,280.0,225,0,2,2007,153000
1636,120,3,53.0,3922,4,5,21,1,7,5,2006,2007,5,1,1,4.0,72.0,4,4,5.0,3.0,1.0,0.0,1258.0,1258.0,5,0,1258,0.0,2,0,2,4,1,4.0,5.0,3.0,648.0,144,16,6,2007,172500
1637,70,3,60.0,8730,4,5,12,2,6,7,1915,2003,5,2,2,2.0,0.0,3,6,3.0,1.0,1.0,0.0,698.0,698.0,5,698,1396,0.0,1,0,3,3,0,0.0,1.0,1.0,384.0,0,0,7,2007,153575
1638,30,7,60.0,6060,4,5,14,1,5,9,1930,2007,3,9,9,2.0,0.0,4,6,3.0,1.0,5.0,737.0,100.0,837.0,5,0,1001,0.0,1,0,2,4,0,0.0,1.0,1.0,216.0,154,0,11,2007,124900
1639,20,3,107.0,14450,4,5,6,1,9,5,2006,2007,5,12,12,4.0,315.0,5,4,5.0,4.0,1.0,0.0,2121.0,2121.0,5,0,2121,0.0,2,1,3,5,1,5.0,5.0,3.0,732.0,124,98,5,2007,415298
1640,50,1,60.0,5400,4,5,3,3,6,6,1920,1950,5,9,9,2.0,0.0,2,6,3.0,1.0,1.0,0.0,972.0,972.0,5,0,1480,0.0,1,0,3,3,0,0.0,1.0,1.0,207.0,0,0,9,2009,119000
1641,20,3,85.0,10000,4,5,5,1,8,5,2006,2006,3,3,3,1.0,410.0,4,4,4.0,3.0,1.0,0.0,1588.0,1588.0,5,0,1588,0.0,2,0,3,4,1,4.0,5.0,2.0,825.0,144,45,12,2007,227000
1642,20,3,72.0,10007,3,5,1,1,5,7,1959,2006,5,11,11,4.0,54.0,4,5,3.0,1.0,5.0,806.0,247.0,1053.0,5,0,1053,1.0,1,1,3,4,0,0.0,5.0,2.0,312.0,0,0,8,2008,145500
1643,30,1,52.0,7830,4,5,3,1,3,5,1921,1950,5,17,17,2.0,0.0,3,6,2.0,1.0,2.0,416.0,76.0,492.0,3,0,492,1.0,1,0,1,3,0,0.0,1.0,1.0,200.0,0,0,6,2006,61500
1644,20,3,90.0,11727,4,4,1,1,7,6,1969,1969,5,11,11,4.0,434.0,3,5,3.0,2.0,1.0,0.0,1851.0,1851.0,4,0,1851,0.0,2,0,3,3,1,3.0,5.0,3.0,506.0,0,146,3,2006,192100
1645,190,1,60.0,10320,4,5,14,2,6,7,1915,1965,5,9,9,2.0,0.0,3,5,3.0,1.0,3.0,276.0,160.0,698.0,5,649,1403,1.0,1,1,3,3,0,0.0,1.0,1.0,308.0,0,0,2,2009,116000
1646,80,3,65.0,10482,4,5,1,4,6,8,1958,1958,3,3,3,4.0,63.0,3,5,3.0,3.0,6.0,507.0,81.0,588.0,5,0,1138,0.0,1,0,3,3,0,0.0,5.0,2.0,264.0,224,0,6,2007,145000
1647,20,3,110.0,15274,3,4,6,1,9,5,2003,2003,3,3,3,4.0,724.0,4,4,5.0,1.0,6.0,1972.0,480.0,2452.0,5,0,2452,2.0,2,0,3,5,1,4.0,5.0,3.0,886.0,0,116,7,2009,445000
1648,20,3,61.0,8800,3,5,2,1,5,7,1977,2008,5,11,11,2.0,0.0,3,5,4.0,2.0,2.0,532.0,364.0,1040.0,3,0,1040,0.0,2,0,3,4,0,0.0,1.0,1.0,484.0,0,0,9,2009,150500
1649,60,3,75.0,10000,3,4,7,2,6,5,1993,1994,5,11,11,2.0,0.0,3,4,4.0,1.0,1.0,0.0,763.0,763.0,4,892,1655,0.0,2,1,3,3,1,3.0,5.0,3.0,440.0,157,84,4,2010,175900
1650,20,3,78.0,10140,4,5,9,1,6,6,1974,1974,3,7,7,4.0,196.0,3,5,3.0,1.0,5.0,888.0,228.0,1116.0,5,0,1116,1.0,2,0,3,3,1,3.0,5.0,2.0,528.0,0,0,4,2009,167900
1651,60,3,58.0,14054,3,5,7,2,7,5,2006,2006,5,3,3,2.0,0.0,4,4,4.0,3.0,1.0,0.0,879.0,879.0,5,984,1863,0.0,2,1,4,4,1,4.0,3.0,3.0,660.0,100,17,11,2006,219210
1652,60,3,70.0,11218,4,5,10,2,6,5,1992,1992,5,2,2,2.0,0.0,4,4,4.0,1.0,1.0,0.0,1055.0,1055.0,5,790,1845,0.0,2,1,3,4,1,3.0,5.0,2.0,462.0,635,104,5,2010,189000
1653,20,3,74.0,8856,4,5,1,1,5,4,1957,1957,5,2,2,4.0,143.0,3,5,3.0,1.0,5.0,621.0,503.0,1176.0,3,0,1176,1.0,1,0,3,3,2,4.0,5.0,2.0,292.0,0,88,5,2008,136500
1654,20,3,65.0,7800,4,5,8,1,5,7,1966,2008,3,11,11,4.0,47.0,3,5,3.0,2.0,4.0,240.0,150.0,864.0,5,0,892,1.0,1,0,3,4,0,0.0,1.0,1.0,416.0,0,0,6,2010,137900
1655,30,1,60.0,7200,4,5,3,1,5,4,1910,2006,3,9,4,2.0,0.0,3,6,3.0,1.0,5.0,247.0,310.0,1022.0,3,0,1022,1.0,1,0,2,3,0,0.0,1.0,1.0,280.0,0,30,6,2009,85000
1656,20,3,89.0,10680,4,5,1,1,5,3,1951,1951,3,2,2,4.0,44.0,3,5,3.0,1.0,2.0,756.0,1380.0,2136.0,3,0,2136,0.0,2,0,4,3,0,0.0,1.0,1.0,528.0,0,30,10,2006,137900
1657,60,3,59.0,9535,3,5,7,2,6,5,1998,1998,5,3,3,2.0,0.0,3,4,4.0,4.0,6.0,851.0,75.0,926.0,5,678,1604,0.0,2,1,3,3,0,0.0,5.0,3.0,472.0,100,82,5,2008,195500
1658,70,3,66.0,6858,4,4,18,2,6,4,1915,1950,5,2,2,2.0,0.0,3,4,4.0,1.0,1.0,0.0,806.0,806.0,3,806,1647,1.0,1,1,4,2,0,0.0,1.0,1.0,216.0,0,66,5,2010,128000
1659,20,3,75.0,8100,4,5,8,1,5,8,1961,2007,5,2,2,2.0,0.0,3,5,3.0,1.0,5.0,764.0,100.0,864.0,5,0,864,1.0,1,0,3,4,1,3.0,1.0,1.0,420.0,132,0,7,2008,135000
1660,20,3,0.0,9216,3,5,2,1,5,6,1975,1975,5,11,11,4.0,176.0,3,5,3.0,3.0,5.0,294.0,782.0,1076.0,3,0,1076,0.0,1,1,3,3,1,2.0,1.0,1.0,576.0,0,0,9,2008,143195
1661,40,1,50.0,9100,4,5,12,1,5,6,1930,1960,5,3,3,2.0,0.0,3,6,3.0,1.0,1.0,0.0,742.0,742.0,3,0,935,0.0,1,0,2,3,0,0.0,1.0,1.0,308.0,0,0,8,2008,79500
1662,60,3,67.0,12774,4,2,10,2,7,5,2003,2004,5,3,3,4.0,95.0,4,4,4.0,3.0,1.0,0.0,835.0,835.0,5,828,1663,0.0,2,1,3,4,0,0.0,5.0,2.0,478.0,168,68,7,2008,192500
1663,50,1,50.0,6000,4,5,3,3,5,7,1950,1970,5,2,2,2.0,0.0,3,5,3.0,1.0,4.0,384.0,384.0,768.0,3,560,1328,0.0,1,1,3,3,0,0.0,1.0,1.0,308.0,0,12,3,2009,129500
1664,60,3,0.0,10364,3,5,7,2,6,5,1995,1996,5,9,9,2.0,0.0,3,4,4.0,1.0,1.0,0.0,806.0,806.0,4,766,1572,0.0,2,1,3,3,1,3.0,3.0,3.0,373.0,0,40,5,2007,168000
1665,50,1,50.0,6000,4,5,12,3,6,5,1939,1950,5,2,2,2.0,0.0,3,5,3.0,1.0,2.0,264.0,475.0,739.0,5,468,1342,0.0,2,0,2,3,1,4.0,1.0,1.0,240.0,0,0,4,2008,105000
1666,20,3,0.0,10530,3,4,1,1,6,5,1971,1971,3,7,7,2.0,0.0,3,5,3.0,1.0,5.0,282.0,664.0,981.0,3,0,981,1.0,1,1,3,3,0,0.0,1.0,1.0,576.0,0,312,3,2007,143250
1667,20,3,75.0,9525,4,5,2,1,5,6,1995,2006,5,3,3,2.0,0.0,3,4,4.0,1.0,1.0,0.0,1099.0,1099.0,5,0,1099,0.0,1,1,3,4,0,0.0,5.0,1.0,352.0,278,0,6,2008,144000
1668,60,3,0.0,8880,3,5,10,2,7,5,1994,2002,5,3,3,2.0,0.0,4,4,4.0,1.0,6.0,695.0,253.0,948.0,5,888,2110,1.0,2,1,3,4,2,2.0,5.0,2.0,463.0,0,130,5,2010,205000
1669,85,3,82.0,8410,3,4,11,5,6,6,1974,1974,5,7,7,2.0,0.0,3,5,4.0,3.0,5.0,924.0,46.0,970.0,3,0,1026,1.0,1,0,2,3,1,1.0,5.0,1.0,528.0,193,0,4,2007,143000
1670,120,6,42.0,4385,3,5,5,1,9,5,2001,2001,5,3,3,2.0,0.0,4,4,5.0,3.0,6.0,964.0,455.0,1419.0,5,0,1419,1.0,1,1,2,5,1,3.0,5.0,3.0,588.0,155,58,9,2008,290000
1671,20,3,100.0,12919,3,5,6,1,9,5,2009,2010,3,3,3,1.0,760.0,5,4,5.0,4.0,6.0,2188.0,142.0,2330.0,5,0,2364,1.0,2,1,2,5,2,4.0,5.0,3.0,820.0,0,67,3,2010,611657
1672,20,3,82.0,12464,2,4,2,1,5,5,1996,1996,5,3,3,2.0,0.0,3,4,4.0,1.0,6.0,732.0,308.0,1040.0,4,0,1040,1.0,1,0,3,4,0,0.0,1.0,1.0,576.0,168,0,11,2009,152000
1673,120,3,43.0,5005,3,5,17,1,8,5,1992,1992,5,11,11,2.0,0.0,4,4,4.0,1.0,5.0,263.0,1017.0,1280.0,5,0,1280,0.0,2,0,2,4,0,0.0,5.0,2.0,506.0,0,82,1,2010,191500
1674,60,3,76.0,9591,4,5,6,2,8,5,2004,2005,5,3,3,4.0,344.0,4,4,5.0,3.0,1.0,0.0,1143.0,1143.0,5,1330,2473,0.0,2,1,4,4,1,4.0,3.0,2.0,852.0,192,151,10,2007,317000
1675,50,3,70.0,6960,4,5,8,3,7,8,1940,1998,5,2,2,2.0,0.0,3,6,3.0,1.0,5.0,258.0,422.0,680.0,5,504,1302,0.0,1,1,2,4,2,4.0,5.0,1.0,224.0,0,0,7,2007,165250
1676,20,3,75.0,9825,4,5,4,1,5,5,1966,1966,3,11,11,2.0,0.0,3,5,3.0,1.0,3.0,609.0,483.0,1092.0,3,0,1092,0.0,1,0,3,3,0,0.0,5.0,1.0,264.0,259,0,4,2008,123000
1677,20,3,88.0,14175,4,5,8,1,6,8,1956,1956,5,11,11,2.0,0.0,3,5,3.0,4.0,6.0,776.0,212.0,988.0,3,0,1188,1.0,1,0,1,3,1,3.0,5.0,1.0,621.0,102,89,6,2008,185000
1678,20,3,74.0,7400,4,4,1,1,7,6,1962,1962,5,2,2,2.0,0.0,3,5,3.0,1.0,2.0,809.0,236.0,1045.0,4,0,1045,1.0,1,0,3,3,0,0.0,1.0,1.0,528.0,0,0,3,2006,120000
1679,20,3,88.0,10738,3,4,9,1,6,7,1966,1966,3,11,11,2.0,0.0,3,5,3.0,1.0,5.0,792.0,301.0,1093.0,4,0,1093,1.0,2,0,3,3,1,2.0,5.0,2.0,484.0,224,0,11,2007,158500
1680,60,3,65.0,8366,3,5,10,2,6,5,2004,2004,5,3,3,2.0,0.0,4,4,4.0,1.0,1.0,0.0,798.0,798.0,5,842,1640,0.0,2,1,3,4,0,0.0,5.0,2.0,520.0,138,45,12,2008,173000
1681,90,3,70.0,9842,4,2,1,1,4,5,1962,1962,5,11,11,2.0,0.0,3,3,0.0,0.0,0.0,0.0,0.0,0.0,3,0,1224,0.0,2,0,2,3,0,0.0,2.0,1.0,462.0,0,0,3,2007,101800
1682,70,3,60.0,7200,4,5,18,2,7,9,1936,2007,5,2,2,2.0,0.0,4,4,4.0,1.0,5.0,350.0,0.0,560.0,5,560,1135,1.0,1,0,3,4,0,0.0,1.0,2.0,576.0,256,0,4,2009,155000
1683,30,3,60.0,10230,4,5,3,1,5,7,1925,1950,5,9,9,2.0,0.0,3,6,3.0,1.0,1.0,0.0,1054.0,1054.0,5,0,1078,0.0,1,0,3,5,0,0.0,1.0,1.0,264.0,0,0,12,2009,125000
1684,20,1,52.0,8626,4,5,3,1,4,6,1956,1956,5,9,9,2.0,1.0,3,5,0.0,0.0,0.0,0.0,0.0,0.0,4,0,968,0.0,1,0,2,3,0,0.0,5.0,1.0,331.0,0,0,5,2007,104500
1685,60,3,74.0,8834,4,5,6,2,9,5,2004,2005,3,3,3,1.0,216.0,4,4,5.0,1.0,6.0,1170.0,292.0,1462.0,5,762,2224,1.0,2,1,4,5,1,4.0,5.0,3.0,738.0,184,0,6,2009,350000
1686,90,3,60.0,8544,4,5,1,1,3,4,1950,1950,5,4,5,2.0,0.0,3,5,0.0,0.0,0.0,0.0,0.0,0.0,4,0,1040,0.0,2,0,2,3,0,0.0,1.0,1.0,400.0,0,0,7,2006,93500
1687,60,3,68.0,9179,3,5,2,2,7,5,1999,1999,5,3,3,4.0,158.0,4,4,4.0,1.0,6.0,633.0,240.0,873.0,5,908,1790,1.0,2,1,3,4,0,0.0,5.0,2.0,588.0,0,88,6,2008,193000
1688,70,3,79.0,11526,3,5,13,8,6,7,1922,1994,5,9,9,2.0,0.0,3,6,5.0,1.0,1.0,0.0,588.0,588.0,2,748,2555,0.0,2,0,3,3,1,4.0,1.0,3.0,672.0,431,0,9,2008,191000
1689,30,1,70.0,5684,4,5,3,1,6,8,1930,2005,3,2,2,2.0,0.0,3,6,3.0,1.0,1.0,0.0,813.0,813.0,5,0,813,0.0,1,0,2,4,0,0.0,1.0,1.0,270.0,0,113,6,2006,110000
1690,60,3,0.0,11885,4,5,2,2,8,5,2001,2001,5,3,3,4.0,108.0,4,4,4.0,3.0,6.0,990.0,309.0,1299.0,5,573,1872,1.0,2,1,3,5,1,3.0,3.0,2.0,531.0,160,122,11,2009,261500
1691,20,3,80.0,9600,4,5,1,1,5,6,1956,1956,3,9,9,2.0,0.0,3,5,3.0,1.0,3.0,504.0,546.0,1050.0,4,0,1050,0.0,1,0,2,3,0,0.0,5.0,1.0,338.0,0,0,6,2009,128900
1692,60,3,114.0,17242,3,5,15,2,9,5,1993,1994,3,9,9,4.0,738.0,4,4,5.0,4.0,3.0,292.0,48.0,1733.0,5,1567,3500,1.0,3,1,4,5,1,3.0,5.0,2.0,959.0,870,86,5,2006,584500
1693,20,3,75.0,10215,4,5,4,1,4,5,1954,1954,3,2,2,4.0,132.0,3,4,3.0,1.0,5.0,492.0,372.0,864.0,5,0,948,0.0,1,0,3,3,0,0.0,5.0,1.0,248.0,0,0,2,2007,111000
1694,50,3,60.0,8550,4,5,12,3,5,5,1926,1950,5,11,11,2.0,0.0,3,4,2.0,1.0,1.0,0.0,750.0,750.0,3,356,1316,0.0,1,0,4,3,0,0.0,1.0,1.0,576.0,0,0,10,2007,90000
1695,60,3,0.0,18450,3,5,1,2,6,5,1965,1979,6,7,7,5.0,113.0,3,5,4.0,1.0,2.0,187.0,111.0,1021.0,3,915,2380,0.0,2,1,3,3,1,1.0,2.0,1.0,596.0,0,265,8,2007,129000
1696,20,3,0.0,14778,3,3,13,1,6,7,1954,2006,3,11,11,4.0,72.0,4,5,3.0,1.0,4.0,728.0,568.0,1296.0,5,0,1640,1.0,1,0,3,4,1,4.0,1.0,1.0,924.0,108,0,11,2008,224000
1697,160,6,30.0,3180,4,5,5,2,6,5,2005,2005,5,9,9,2.0,0.0,4,4,4.0,1.0,6.0,390.0,210.0,600.0,5,600,1200,1.0,2,1,2,4,0,0.0,1.0,2.0,480.0,0,166,5,2008,165000
1698,70,1,52.0,3068,4,5,3,2,6,8,1920,1993,5,3,3,2.0,0.0,3,6,3.0,1.0,1.0,0.0,662.0,662.0,5,662,1324,0.0,1,0,3,3,0,0.0,1.0,1.0,180.0,0,0,2,2010,122000
1699,20,3,68.0,8298,3,5,16,1,8,5,2006,2007,3,3,3,0.0,0.0,4,4,4.0,3.0,6.0,583.0,963.0,1546.0,5,0,1564,0.0,2,0,2,5,1,4.0,5.0,2.0,502.0,132,0,9,2007,267300
1700,60,3,104.0,13518,4,5,6,2,9,5,2008,2009,3,3,3,1.0,860.0,5,4,5.0,1.0,1.0,0.0,1926.0,1926.0,5,1174,3140,0.0,3,1,4,5,2,4.0,3.0,3.0,820.0,144,78,7,2009,485000
1701,50,1,90.0,33120,1,5,3,3,6,5,1962,1962,5,14,2,2.0,0.0,3,5,3.0,1.0,1.0,0.0,1595.0,1595.0,3,875,2486,0.0,2,0,5,3,1,4.0,1.0,1.0,576.0,0,0,10,2006,220000
1702,60,3,0.0,13142,3,4,2,2,6,5,1997,1997,5,3,3,4.0,128.0,3,4,4.0,1.0,6.0,688.0,176.0,864.0,5,899,1771,1.0,2,1,3,4,0,0.0,5.0,2.0,600.0,0,96,7,2008,215700
1703,20,3,107.0,11362,3,5,6,1,8,5,2004,2005,5,9,9,1.0,42.0,4,4,5.0,2.0,6.0,1039.0,797.0,1836.0,5,0,1836,1.0,2,0,3,4,1,4.0,5.0,3.0,862.0,125,185,3,2009,280000
1704,20,3,92.0,10845,3,4,6,1,8,5,2003,2004,5,3,3,4.0,504.0,4,4,4.0,2.0,6.0,1149.0,454.0,1603.0,5,0,1575,1.0,2,0,2,4,1,3.0,5.0,3.0,732.0,216,28,6,2008,284000
1705,180,1,21.0,1936,4,5,20,5,4,6,1970,1970,5,12,12,2.0,0.0,3,5,4.0,3.0,4.0,131.0,0.0,630.0,4,0,630,1.0,1,0,1,3,0,0.0,0.0,0.0,0.0,0,0,12,2007,84500
1706,20,3,80.0,9760,4,5,1,1,6,7,1963,1984,3,2,2,4.0,218.0,3,5,3.0,4.0,4.0,717.0,415.0,1395.0,3,0,1395,1.0,1,0,2,3,1,3.0,5.0,2.0,440.0,657,0,5,2010,192000
1707,70,1,66.0,3960,4,5,3,2,7,8,1930,1950,5,2,2,2.0,0.0,3,6,3.0,1.0,1.0,0.0,502.0,502.0,3,502,1004,0.0,1,0,2,4,1,1.0,1.0,1.0,200.0,280,0,7,2006,105000
1708,20,3,70.0,9100,4,5,2,1,7,5,2004,2005,3,3,3,2.0,0.0,4,4,4.0,1.0,6.0,24.0,1836.0,1860.0,5,0,1836,0.0,2,0,3,4,1,4.0,5.0,3.0,484.0,120,33,10,2006,216837
1709,20,3,80.0,9600,4,5,1,1,5,6,1960,1960,5,9,9,4.0,203.0,2,5,3.0,1.0,3.0,658.0,638.0,1296.0,3,0,1496,0.0,2,0,3,4,0,0.0,5.0,2.0,450.0,0,22,2,2008,141500
1710,20,3,57.0,9764,3,2,8,1,5,7,1967,2003,5,3,3,2.0,0.0,3,5,3.0,1.0,4.0,702.0,192.0,894.0,5,0,894,1.0,1,0,3,4,0,0.0,5.0,2.0,450.0,0,0,5,2008,130000
1711,20,3,60.0,8430,4,5,2,1,5,5,1978,1978,5,11,11,4.0,136.0,3,5,4.0,1.0,3.0,616.0,424.0,1040.0,3,0,1040,0.0,2,0,3,3,0,0.0,0.0,0.0,0.0,0,0,8,2009,124000
1713,20,3,66.0,12778,4,5,1,1,5,6,1952,2003,5,9,9,2.0,0.0,3,5,3.0,1.0,6.0,658.0,350.0,1008.0,5,0,1008,1.0,1,0,2,3,0,0.0,5.0,2.0,280.0,0,154,1,2006,139500
1714,20,3,60.0,8172,4,5,4,1,4,5,1955,1955,5,1,7,2.0,0.0,3,5,3.0,1.0,5.0,682.0,182.0,864.0,3,0,864,1.0,1,0,3,3,0,0.0,1.0,1.0,528.0,196,0,10,2007,79275
1715,20,3,64.0,9037,3,5,16,1,8,5,2006,2006,3,3,3,4.0,32.0,4,4,4.0,3.0,6.0,428.0,1048.0,1476.0,5,0,1484,0.0,2,0,2,5,1,4.0,5.0,2.0,472.0,120,33,12,2007,265900
1716,30,3,52.0,6292,4,5,18,1,6,5,1930,1950,5,2,2,2.0,0.0,3,6,4.0,2.0,3.0,384.0,384.0,768.0,3,0,790,0.0,1,0,2,3,0,0.0,1.0,1.0,160.0,0,141,4,2008,91000
1717,60,3,85.0,11900,4,5,7,2,5,6,1977,1977,5,11,2,4.0,157.0,3,4,4.0,1.0,5.0,400.0,722.0,1122.0,5,988,1934,1.0,2,1,3,3,1,3.0,5.0,1.0,567.0,0,176,7,2009,185000
1718,20,3,70.0,7945,4,5,1,1,5,6,1959,1959,5,14,2,2.0,0.0,3,5,3.0,1.0,5.0,179.0,465.0,1150.0,5,0,1150,1.0,1,0,3,3,0,0.0,5.0,2.0,300.0,0,0,5,2006,141000
1719,60,3,134.0,16659,3,4,6,2,8,5,2007,2008,5,3,3,2.0,0.0,4,4,4.0,1.0,1.0,0.0,1582.0,1582.0,5,570,2152,0.0,2,1,3,4,1,4.0,1.0,1.0,728.0,0,368,6,2007,260116
1720,30,3,50.0,9340,4,5,4,1,4,6,1941,1950,3,9,9,2.0,0.0,3,5,3.0,1.0,3.0,344.0,328.0,672.0,3,0,672,1.0,1,0,2,3,0,0.0,5.0,1.0,234.0,0,113,8,2009,113000
1721,80,3,0.0,11454,2,4,10,4,8,5,1995,1995,5,3,3,4.0,302.0,4,4,4.0,4.0,6.0,770.0,631.0,1401.0,5,0,1511,1.0,2,0,3,4,1,2.0,5.0,3.0,811.0,168,42,2,2008,225000
1722,30,3,80.0,8480,4,4,1,1,5,6,1945,1950,5,9,9,2.0,0.0,3,5,3.0,1.0,4.0,700.0,93.0,793.0,3,0,793,1.0,1,0,2,2,0,0.0,1.0,1.0,240.0,0,0,8,2009,113000
1723,80,3,65.0,6305,4,5,4,4,6,6,1975,1975,5,7,7,2.0,0.0,3,5,3.0,3.0,5.0,528.0,480.0,1008.0,3,0,1096,1.0,1,0,3,3,1,2.0,1.0,1.0,352.0,0,0,6,2010,125200
1724,60,3,82.0,9709,3,5,6,2,8,5,2007,2007,5,3,3,1.0,120.0,5,4,5.0,4.0,6.0,778.0,140.0,918.0,5,1142,2100,1.0,2,1,3,5,2,4.0,3.0,3.0,786.0,172,104,9,2007,319500
1725,50,3,60.0,10930,4,5,1,3,5,6,1945,1950,5,9,9,2.0,0.0,3,5,3.0,1.0,4.0,580.0,333.0,913.0,3,510,1558,1.0,1,1,3,3,1,3.0,5.0,1.0,288.0,0,0,4,2008,140000
1726,20,3,0.0,50102,3,5,16,1,6,5,1958,1958,5,7,7,2.0,0.0,3,5,4.0,4.0,4.0,909.0,723.0,1632.0,3,0,1650,1.0,1,0,2,3,2,4.0,5.0,1.0,518.0,0,0,3,2006,250764
1727,60,3,74.0,8899,4,5,6,2,8,5,2007,2007,3,3,3,1.0,108.0,5,4,4.0,3.0,6.0,40.0,908.0,948.0,5,1140,2088,0.0,2,1,4,4,1,4.0,3.0,3.0,656.0,100,24,6,2008,250000
1728,60,3,65.0,10237,4,5,7,2,6,5,2005,2006,5,3,3,2.0,0.0,4,4,4.0,1.0,1.0,0.0,768.0,768.0,5,768,1536,0.0,2,1,3,4,1,4.0,5.0,3.0,400.0,100,38,6,2007,176000
1729,20,3,80.0,9736,4,5,1,1,6,6,1957,1969,5,2,2,4.0,289.0,3,5,3.0,1.0,4.0,668.0,525.0,1331.0,4,0,1721,0.0,1,0,4,3,3,3.0,5.0,1.0,464.0,0,0,4,2007,174850
1730,160,3,24.0,2364,4,5,24,2,6,5,1978,1978,5,7,15,2.0,0.0,3,5,4.0,1.0,5.0,320.0,484.0,804.0,3,744,1548,0.0,2,1,3,3,1,3.0,1.0,1.0,440.0,108,0,7,2009,147000
1731,120,3,55.0,7892,4,5,10,1,6,5,1979,1979,5,7,7,2.0,0.0,3,5,4.0,1.0,1.0,0.0,918.0,918.0,3,0,918,0.0,2,0,2,3,1,3.0,5.0,1.0,264.0,28,0,4,2010,99500
1732,60,3,95.0,12350,4,5,6,2,9,5,2009,2009,5,3,3,2.0,0.0,4,4,5.0,1.0,6.0,986.0,379.0,1365.0,5,1325,2690,1.0,2,1,3,5,1,4.0,5.0,2.0,864.0,0,197,7,2009,398800
1733,60,3,62.0,7917,4,5,7,2,6,5,1999,2000,5,3,3,2.0,0.0,3,4,4.0,1.0,1.0,0.0,953.0,953.0,5,694,1647,0.0,2,1,3,3,1,3.0,5.0,2.0,460.0,0,40,8,2007,175000
1734,20,3,60.0,7200,4,5,1,1,5,7,1954,1954,5,9,9,2.0,0.0,3,5,3.0,1.0,1.0,0.0,825.0,825.0,3,0,825,0.0,1,0,2,3,0,0.0,5.0,1.0,350.0,0,0,7,2008,109500
1735,20,3,0.0,12155,1,5,1,1,6,3,1970,1970,5,7,7,2.0,0.0,3,5,4.0,1.0,2.0,1237.0,420.0,1657.0,4,0,1657,0.0,2,0,3,3,1,3.0,5.0,1.0,484.0,0,0,3,2007,163500
1736,30,3,0.0,7446,4,4,12,1,4,5,1941,1950,5,1,1,2.0,0.0,3,5,3.0,1.0,3.0,266.0,522.0,788.0,3,0,788,0.0,1,0,2,3,2,3.0,0.0,0.0,0.0,0,0,4,2006,100000
1737,60,3,105.0,11025,4,5,15,2,8,5,1992,1993,5,11,10,4.0,692.0,4,4,5.0,4.0,6.0,1118.0,216.0,1334.0,5,1306,2826,1.0,2,1,3,4,3,3.0,5.0,2.0,888.0,177,208,10,2006,334000
1738,20,3,65.0,7832,4,5,8,1,5,5,1968,1968,3,11,11,2.0,0.0,3,5,3.0,1.0,6.0,775.0,89.0,864.0,5,0,864,1.0,1,0,2,3,0,0.0,1.0,1.0,280.0,226,0,5,2010,137250
1739,60,3,134.0,19378,3,4,7,2,7,5,2005,2006,5,3,3,4.0,456.0,4,4,4.0,2.0,6.0,57.0,1335.0,1392.0,5,1070,2462,1.0,2,1,4,4,1,4.0,5.0,2.0,576.0,239,132,3,2006,320000
1740,20,3,0.0,9830,3,4,1,1,5,7,1959,2006,5,2,2,2.0,0.0,3,5,3.0,1.0,5.0,72.0,733.0,1063.0,5,0,1287,1.0,1,0,3,4,1,4.0,1.0,3.0,576.0,364,17,3,2010,162000
1741,20,6,0.0,4403,2,5,5,1,7,5,2009,2009,5,9,9,1.0,432.0,5,4,5.0,3.0,6.0,578.0,892.0,1470.0,5,0,1478,1.0,2,1,2,4,1,4.0,5.0,3.0,484.0,0,144,6,2010,222000
1742,60,3,0.0,8174,3,5,7,2,7,5,2003,2003,5,3,3,2.0,0.0,4,4,4.0,1.0,6.0,494.0,204.0,698.0,5,644,1342,1.0,2,1,3,4,1,3.0,5.0,3.0,393.0,100,56,5,2009,178000
1743,30,1,60.0,7200,4,4,3,1,5,7,1940,1992,5,9,9,1.0,294.0,3,5,3.0,1.0,4.0,510.0,278.0,788.0,3,0,804,1.0,1,0,2,4,2,4.0,5.0,1.0,240.0,0,0,2,2010,119000
